,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Price
12324,3,11.2,3046.0,1.0,3.0,760.0,-37.70189,144.93294,8870.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,815000.0
12325,3,11.2,3046.0,1.0,3.0,618.0,-37.69836,144.93891000000005,8870.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,780000.0
12327,3,16.1,3088.0,1.0,2.0,676.0,-37.71825,145.09488000000005,8524.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,700000.0
12328,4,20.4,3059.0,2.0,2.0,1057.0,-37.65467,144.9035,4864.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,797000.0
12330,4,13.8,3188.0,3.0,2.0,699.0,-37.94088,145.0145,5454.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1900000.0
12331,4,13.8,3188.0,2.0,2.0,766.0,-37.93571,145.0153,5454.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2260000.0
12332,2,16.0,3190.0,1.0,1.0,254.0,-37.95188,145.05369,4794.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,832000.0
12334,4,18.4,3029.0,1.0,2.0,570.0,-37.87552,144.69648,13830.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,555000.0
12335,3,12.3,3166.0,1.0,3.0,594.0,-37.9028,145.10605,768.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1080000.0
12337,4,11.7,3033.0,1.0,2.0,612.0,-37.75035,144.86431000000005,5629.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1010000.0
12338,4,5.4,3101.0,2.0,2.0,838.0,-37.80894,145.05853000000005,10331.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3060000.0
12341,3,16.3,3075.0,1.0,2.0,888.0,-37.66075,145.01133000000004,8279.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,685000.0
12342,4,16.3,3075.0,2.0,2.0,500.0,-37.65936,144.9967,8279.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,715000.0
12343,3,16.3,3075.0,1.0,1.0,551.0,-37.66613,145.01346999999996,8279.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,685500.0
12344,3,6.4,3012.0,2.0,2.0,147.0,-37.78538,144.87958999999995,3873.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,722000.0
12345,3,8.4,3145.0,1.0,1.0,641.0,-37.87811,145.07778000000005,8801.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1430000.0
12346,3,4.3,3032.0,2.0,2.0,359.0,-37.78606,144.88459,4918.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,983000.0
12347,4,17.4,3048.0,3.0,2.0,572.0,-37.65465,144.92182,4704.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,560000.0
12348,3,17.4,3048.0,2.0,2.0,452.0,-37.64023,144.91398999999996,4704.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,482000.0
12352,4,20.0,3194.0,2.0,2.0,530.0,-37.98368,145.09237,6162.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,900000.0
12353,3,20.0,3194.0,2.0,2.0,535.0,-37.98329,145.0918,6162.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,960500.0
12354,3,20.0,3194.0,2.0,2.0,163.0,-37.97459,145.06937,6162.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,840000.0
12355,3,6.2,3039.0,2.0,0.0,411.0,-37.76285,144.90575,6232.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1210000.0
12356,4,6.2,3039.0,2.0,3.0,465.0,-37.76306,144.92851000000005,6232.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1450000.0
12357,4,14.3,3189.0,2.0,2.0,595.0,-37.94253,145.05911,2555.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1188000.0
12358,2,21.5,3195.0,1.0,2.0,502.0,-38.00663,145.08491999999995,3650.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,1300000.0
12359,3,14.2,3149.0,2.0,2.0,786.0,-37.87834,145.12131000000005,13366.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,1800000.0
12360,3,18.8,3170.0,2.0,1.0,145.0,-37.93211,145.18955,7113.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,650000.0
12361,4,18.8,3170.0,3.0,2.0,650.0,-37.92979,145.2036,7113.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1105000.0
12363,4,6.2,3015.0,2.0,2.0,510.0,-37.84815,144.86866,5498.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,940000.0
12364,2,10.4,3042.0,1.0,0.0,650.0,-37.73612,144.88474,2291.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1370000.0
12366,2,10.4,3042.0,1.0,1.0,650.0,-37.74016,144.88805,2291.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1300000.0
12367,2,1.8,3051.0,1.0,0.0,129.0,-37.80318,144.94513,6821.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1100000.0
12368,3,1.8,3051.0,1.0,3.0,163.0,-37.80452,144.95718,6821.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1425000.0
12369,3,1.8,3051.0,2.0,1.0,173.0,-37.79614,144.94248000000005,6821.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1550000.0
12370,2,5.3,3070.0,1.0,0.0,270.0,-37.77816,144.99995,11364.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1386000.0
12372,4,12.3,3166.0,2.0,2.0,1060.0,-37.9073,145.0962,3224.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1150000.0
12376,2,21.5,3195.0,1.0,1.0,158.0,-37.99515,145.08222,5087.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,672000.0
12377,3,8.5,3044.0,2.0,2.0,122.0,-37.72304000000001,144.92864,7485.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,676000.0
12378,2,8.5,3044.0,2.0,1.0,74.0,-37.72184,144.92969,7485.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,500000.0
12379,3,8.5,3044.0,1.0,2.0,673.0,-37.72777,144.9339,7485.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1010000.0
12380,4,8.5,3044.0,2.0,2.0,1031.0,-37.71746,144.92955,7485.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1375000.0
12381,3,14.7,3030.0,2.0,2.0,353.0,-37.9105,144.73457,15542.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,540000.0
12384,4,3.5,3207.0,3.0,2.0,202.0,-37.83247,144.94212,8648.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2625000.0
12385,2,4.6,3181.0,1.0,0.0,212.0,-37.85491,145.00373000000005,7717.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1400000.0
12393,4,2.4,3121.0,1.0,3.0,390.0,-37.82483,145.00111,14949.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2368000.0
12394,3,19.9,3134.0,1.0,2.0,669.0,-37.82136,145.22496999999996,7785.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1120000.0
12395,4,20.6,3064.0,2.0,2.0,504.0,-37.61419,144.93448,5833.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,570000.0
12396,3,20.6,3064.0,2.0,2.0,532.0,-37.62554,144.92006,5833.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,515000.0
12398,2,2.7,3141.0,1.0,1.0,644.0,-37.83652,144.98522,14887.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,860000.0
12399,4,20.8,3171.0,2.0,3.0,795.0,-37.9484,145.15663,7412.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1080000.0
12400,4,22.2,3172.0,2.0,2.0,584.0,-37.97291,145.15334,4054.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,850000.0
12401,3,14.0,3021.0,1.0,0.0,539.0,-37.74845,144.8144,14042.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,645000.0
12402,3,8.2,3041.0,3.0,2.0,571.0,-37.71965,144.90831,3284.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1280000.0
12407,4,10.5,3020.0,1.0,1.0,123.0,-37.76899,144.82525,4217.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,640000.0
12408,2,10.5,3020.0,1.0,3.0,630.0,-37.76701,144.84444,4217.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,732500.0
12409,3,10.5,3020.0,1.0,2.0,520.0,-37.79128,144.82362,6763.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,713500.0
12410,3,15.5,3038.0,2.0,1.0,677.0,-37.71254,144.80836000000005,5336.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,705000.0
12411,3,7.0,3071.0,2.0,3.0,530.0,-37.75968,145.02305,8870.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1375000.0
12412,3,7.0,3071.0,2.0,2.0,120.0,-37.76343,145.02096,8870.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,900000.0
12414,4,21.1,3113.0,3.0,2.0,1209.0,-37.7396,145.22218999999996,2003.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1420000.0
12415,4,14.7,3030.0,2.0,2.0,720.0,-37.87215,144.65608,16166.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,630000.0
12416,4,14.7,3030.0,2.0,2.0,586.0,-37.88639000000001,144.6555,16166.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,490500.0
12417,3,14.7,3030.0,1.0,1.0,614.0,-37.89152,144.68345,16166.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,510000.0
12418,3,6.4,3012.0,2.0,2.0,134.0,-37.80782,144.86586,5058.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,660000.0
12419,3,3.1,3003.0,1.0,1.0,219.0,-37.80557,144.94648999999995,2230.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1460000.0
12420,4,16.7,3150.0,3.0,2.0,872.0,-37.90248,145.187,7392.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1223000.0
12421,3,16.7,3150.0,2.0,3.0,654.0,-37.91101,145.17293,7392.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,950000.0
12423,4,16.7,3150.0,2.0,2.0,943.0,-37.90306,145.18171,7392.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1678000.0
12424,4,6.8,3016.0,3.0,2.0,400.0,-37.86338,144.88322,6380.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1630000.0
12425,3,4.6,3181.0,2.0,2.0,150.0,-37.8567,144.99665,4380.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1525000.0
12427,3,7.5,3040.0,2.0,2.0,381.0,-37.75629,144.90626,1543.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1195000.0
12428,3,10.4,3042.0,2.0,1.0,697.0,-37.72812,144.88735,3464.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1000001.0
12429,3,10.4,3042.0,1.0,1.0,767.0,-37.7218,144.88391,3464.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1064000.0
12430,3,10.5,3020.0,1.0,1.0,284.0,-37.77933,144.81679,2185.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,675000.0
12431,3,5.7,3078.0,1.0,1.0,268.0,-37.7753,145.0267,2211.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1170000.0
12432,2,11.0,3018.0,1.0,1.0,63.0,-37.86933,144.81704,5301.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,458000.0
12433,3,4.3,3032.0,2.0,3.0,388.0,-37.7822,144.92042,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,870000.0
12435,4,10.2,3147.0,2.0,2.0,670.0,-37.87042,145.08099,3052.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1550000.0
12436,3,21.5,3195.0,1.0,2.0,292.0,-38.01908,145.09702,2824.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,780000.0
12437,3,21.5,3195.0,2.0,1.0,588.0,-38.01909000000001,145.1125,2243.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,880000.0
12438,3,16.5,3049.0,2.0,2.0,607.0,-37.67379,144.89826000000005,1130.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,640000.0
12440,4,9.7,3104.0,3.0,1.0,747.0,-37.79609,145.08478,7809.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1950000.0
12442,4,23.2,3153.0,2.0,2.0,656.0,-37.82778,145.28958,3598.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,900000.0
12443,3,17.3,3193.0,2.0,2.0,782.0,-37.99007,145.03588,5366.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1750000.0
12444,3,17.3,3193.0,1.0,2.0,612.0,-37.97289,145.05078999999995,5366.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1354000.0
12445,3,11.4,3204.0,1.0,2.0,628.0,-37.92716,145.03778,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1532000.0
12446,4,11.4,3204.0,3.0,2.0,811.0,-37.91637,145.05177,6795.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2151000.0
12447,4,17.3,3193.0,2.0,2.0,659.0,-37.97951,145.02515,2866.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1720000.0
12449,3,13.4,3130.0,2.0,3.0,698.0,-37.81231,145.1642,5713.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1390000.0
12450,4,13.4,3130.0,2.0,2.0,923.0,-37.80096,145.1488,2867.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1151000.0
12452,3,14.0,3047.0,1.0,1.0,656.0,-37.69103,144.91857,4294.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,649000.0
12453,4,14.0,3047.0,1.0,2.0,696.0,-37.68563,144.92998,4294.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,753000.0
12454,3,5.2,3055.0,1.0,1.0,275.0,-37.75918,144.94829,7082.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,875000.0
12455,4,5.2,3055.0,2.0,2.0,600.0,-37.75465,144.94144,7082.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1250000.0
12456,2,5.2,3055.0,1.0,2.0,501.0,-37.75772,144.94349,7082.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1225000.0
12457,3,10.8,3105.0,2.0,1.0,573.0,-37.77892,145.09281,4480.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,980000.0
12458,4,12.1,3083.0,3.0,2.0,331.0,-37.67998,145.07345,10175.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,758000.0
12460,4,8.4,3126.0,2.0,2.0,618.0,-37.82875,145.08403,3265.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3130000.0
12461,3,1.6,3053.0,1.0,1.0,110.0,-37.79667,144.97204,6786.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1263000.0
12465,3,17.9,3192.0,1.0,2.0,570.0,-37.96258,145.08038,9758.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,948000.0
12466,3,17.5,3169.0,1.0,2.0,613.0,-37.93086,145.11073000000005,4734.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,850000.0
12467,3,17.5,3169.0,1.0,2.0,674.0,-37.93539000000001,145.11986000000005,4734.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,985000.0
12468,3,17.5,3169.0,1.0,2.0,1226.0,-37.95988,145.13279,4734.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1250500.0
12469,3,17.5,3169.0,1.0,1.0,539.0,-37.94128,145.11406000000005,4734.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,805000.0
12470,2,3.6,3068.0,1.0,1.0,191.0,-37.79158,144.99586000000005,2954.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1320000.0
12471,3,6.7,3058.0,1.0,2.0,524.0,-37.75392,144.97468999999995,11204.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1326000.0
12472,2,2.0,3066.0,2.0,2.0,909.0,-37.80236,144.98481999999996,4553.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,1250000.0
12473,4,20.6,3064.0,1.0,0.0,641.0,-37.61114,144.93683,15510.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,595000.0
12475,3,14.8,3023.0,2.0,2.0,544.0,-37.7687,144.75833,6388.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,589000.0
12476,3,14.7,3030.0,2.0,2.0,504.0,-37.79691,144.7669,2276.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,630000.0
12477,4,21.8,3089.0,2.0,2.0,767.0,-37.67515,145.1655,4258.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,745000.0
12478,4,22.2,3172.0,2.0,3.0,681.0,-37.98145,145.12833999999995,3940.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,952000.0
12479,4,12.4,3108.0,2.0,1.0,670.0,-37.77109,145.1338,9028.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1255000.0
12481,3,14.3,3109.0,1.0,2.0,635.0,-37.78649,145.16773999999995,10999.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1209000.0
12484,4,14.3,3109.0,3.0,2.0,878.0,-37.76888,145.17044,10999.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1600000.0
12485,2,16.1,3111.0,1.0,1.0,255.0,-37.80528,145.19057,4790.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,718500.0
12487,2,18.0,3095.0,1.0,1.0,845.0,-37.71513,145.15323999999995,6990.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,566000.0
12488,4,18.0,3095.0,2.0,2.0,651.0,-37.68739,145.14437,2346.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,950000.0
12491,3,19.6,3076.0,1.0,1.0,167.0,-37.63011,145.02936,10926.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,375000.0
12492,3,19.6,3076.0,2.0,2.0,535.0,-37.64372,145.03761,10926.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,641000.0
12493,2,19.6,3076.0,1.0,1.0,161.0,-37.64888,145.02313,10926.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,291000.0
12494,3,7.5,3040.0,2.0,2.0,595.0,-37.74635,144.9229,9264.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,993000.0
12498,3,3.4,3031.0,1.0,0.0,185.0,-37.78449000000001,144.93482,3593.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,820000.0
12499,2,3.4,3031.0,1.0,1.0,150.0,-37.78363,144.92997,3593.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1225000.0
12500,2,5.1,3011.0,1.0,2.0,353.0,-37.79047,144.88289,7570.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,800000.0
12505,3,12.9,3043.0,1.0,3.0,467.0,-37.69271,144.891,3285.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,660000.0
12507,3,7.3,3146.0,2.0,2.0,705.0,-37.86578,145.06886,10412.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2200000.0
12509,4,7.3,3146.0,3.0,2.0,858.0,-37.85557,145.06534,10412.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3200000.0
12510,2,7.3,3146.0,2.0,1.0,704.0,-37.85698,145.04686,10412.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,965000.0
12511,4,16.7,3150.0,2.0,2.0,742.0,-37.87738,145.18083,15321.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1790000.0
12512,4,16.7,3150.0,3.0,2.0,725.0,-37.89868,145.14635,15321.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,1170000.0
12515,4,16.7,3150.0,2.0,2.0,734.0,-37.87432,145.18766000000005,15321.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1152000.0
12516,3,11.2,3046.0,1.0,1.0,639.0,-37.70234,144.92123,8870.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,932000.0
12517,2,11.2,3046.0,1.0,2.0,378.0,-37.70175,144.93578,8870.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,605000.0
12519,3,11.2,3046.0,1.0,3.0,665.0,-37.70444000000001,144.95273999999995,2606.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,750000.0
12520,3,13.8,3188.0,1.0,2.0,697.0,-37.94435,145.00927,5454.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1850000.0
12521,3,5.3,3122.0,3.0,2.0,107.0,-37.81753,145.01988,11308.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1670000.0
12522,3,6.2,3123.0,1.0,3.0,615.0,-37.82425,145.05552,6482.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2710000.0
12523,3,6.2,3123.0,2.0,2.0,304.0,-37.83277,145.04373,6482.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1768000.0
12524,4,21.3,3135.0,2.0,2.0,442.0,-37.82507,145.24058,3794.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1165000.0
12525,4,21.3,3135.0,2.0,2.0,655.0,-37.83481,145.23238999999995,3794.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,920000.0
12527,3,8.8,3081.0,1.0,1.0,586.0,-37.73799,145.0522,2947.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,811000.0
12528,4,16.0,3190.0,2.0,2.0,613.0,-37.94957,145.0246,4794.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1550000.0
12529,4,18.0,3037.0,3.0,2.0,970.0,-37.69144,144.74643,5556.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,805000.0
12530,3,18.4,3029.0,1.0,2.0,600.0,-37.8835,144.68447,13830.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,510000.0
12532,3,7.8,3079.0,2.0,1.0,697.0,-37.77536,145.06295,1554.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1535000.0
12533,3,14.5,3036.0,1.0,2.0,539.0,-37.71296,144.82223,2339.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,678500.0
12534,4,15.5,3038.0,2.0,2.0,660.0,-37.72086,144.79399999999995,3656.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,720000.0
12536,4,11.7,3033.0,2.0,2.0,612.0,-37.74375,144.87487,5629.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1188000.0
12537,3,11.7,3033.0,1.0,1.0,602.0,-37.73514,144.86778,5629.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1031100.0
12538,3,11.7,3033.0,1.0,1.0,638.0,-37.73951,144.86798000000005,5629.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1076500.0
12539,3,15.5,3038.0,2.0,2.0,651.0,-37.69727,144.79371,570.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,680000.0
12540,3,5.4,3101.0,1.0,3.0,706.0,-37.79793,145.03833999999995,10331.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1950000.0
12541,3,7.3,3102.0,1.0,2.0,579.0,-37.79733,145.06047,2671.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1700000.0
12542,4,7.3,3102.0,1.0,1.0,704.0,-37.79349000000001,145.04611,2671.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2000000.0
12543,3,7.3,3102.0,2.0,1.0,822.0,-37.78896,145.04728,2671.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1655000.0
12544,4,7.3,3102.0,2.0,3.0,846.0,-37.79187,145.0487,2671.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1980000.0
12546,3,6.4,3012.0,2.0,0.0,275.0,-37.81196,144.88208999999995,1808.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1100000.0
12547,3,16.3,3075.0,1.0,1.0,548.0,-37.66649,145.0125,8279.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,685000.0
12548,3,16.3,3075.0,1.0,1.0,672.0,-37.66486,145.02014,8279.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,741000.0
12549,2,6.4,3012.0,1.0,2.0,327.0,-37.78947,144.88105,3873.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,865000.0
12550,3,5.9,3144.0,1.0,0.0,228.0,-37.86115,145.03217,4675.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1510000.0
12551,4,8.4,3145.0,2.0,2.0,576.0,-37.87427,145.05014,8801.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2525000.0
12552,3,8.4,3145.0,2.0,2.0,728.0,-37.87742,145.06162,8801.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1902000.0
12553,3,17.4,3048.0,1.0,2.0,501.0,-37.64343,144.91193,4704.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,473000.0
12555,3,20.0,3194.0,2.0,2.0,165.0,-37.97904000000001,145.06385,6162.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,875000.0
12558,2,3.0,3206.0,1.0,1.0,194.0,-37.8503,144.96376,2019.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1500000.0
12559,3,17.9,3082.0,2.0,2.0,585.0,-37.65027,145.06136,10529.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,710000.0
12560,4,17.9,3082.0,2.0,3.0,800.0,-37.67217,145.0642,10529.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,757000.0
12561,4,17.2,3132.0,3.0,2.0,367.0,-37.81338,145.18551000000005,6871.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1200000.0
12562,3,17.2,3132.0,2.0,2.0,534.0,-37.81059000000001,145.18975,6871.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1237000.0
12564,3,6.2,3039.0,1.0,1.0,375.0,-37.76464,144.91035,6232.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1205000.0
12565,3,6.2,3039.0,2.0,2.0,784.0,-37.75947,144.92542,6232.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1240000.0
12567,3,18.8,3170.0,1.0,1.0,644.0,-37.92509,145.16754,7113.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,888000.0
12568,3,10.1,3163.0,2.0,2.0,219.0,-37.90584000000001,145.06169,4442.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,922000.0
12569,4,6.2,3015.0,2.0,2.0,409.0,-37.84445,144.87966,5498.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1567000.0
12570,4,6.2,3015.0,3.0,2.0,622.0,-37.84471,144.86594,5498.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,980000.0
12571,4,10.4,3042.0,3.0,2.0,634.0,-37.74101,144.88478,2291.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1370000.0
12573,3,5.3,3070.0,1.0,1.0,272.0,-37.77986,145.00772,11364.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1341500.0
12574,4,5.3,3070.0,1.0,1.0,442.0,-37.76917,144.98606,11364.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1685000.0
